factor,ICIR,positive_ic_ratio,is_timeseries,stability_score
f_ts_航运_mfi_index_raw_x_volnorm,,,True,
f_ts_航运_hurst_value_vol_norm,,,True,
f_ts_航运_hurst_value_raw_x_volnorm,,,True,
f_ts_航运_t_is_roll_window_vol_norm,,,True,
f_ts_航运_pv_wad_vol_norm,,,True,
f_ts_航运_pv_wad_raw_x_volnorm,,,True,
f_ts_贵金_t_season_winter_div_wti,,,True,
f_ts_贵金_wti_logx_dxy,,,True,
f_ts_贵金_wti_x_us10y,,,True,
f_ts_贵金_wti_x_t_trading_days_to_month_end,,,True,
f_ts_贵金_dxy_sq,,,True,
f_ts_贵金_dxy_x_t_is_pre_cny,,,True,
f_ts_贵金_dxy_div_t_is_pre_cny,,,True,
f_ts_贵金_dxy_x_us10y,,,True,
f_ts_贵金_us10y_sq,,,True,
f_ts_贵金_wti_rank_x_env_weight_rank,,,True,
f_ts_贵金_wti_rank_x_mfi_index_rank,,,True,
